Pseudogene_ID,Control_Count,Diseased_Count
ENSSG057740967,88,91
ENSSG852265062,102,104
ENSSG223862566,117,120
ENSSG122723960,95,99
ENSSG913831809,126,122
ENSSG625852593,97,194
ENSSG606802559,100,105
ENSSG853066458,128,123
ENSSG544525309,117,122
ENSSG556229049,106,105
ENSSG499474038,105,100
ENSSG997639088,89,94
ENSSG657078564,86,43
ENSSG915420370,104,105
ENSSG584899454,81,81
ENSSG735494563,100,98
ENSSG487325230,84,79
ENSSG517953585,92,89
ENSSG515050946,87,91
ENSSG910544467,105,107
ENSSG100823803,93,97
ENSSG443544475,89,85
ENSSG936294347,101,105
ENSSG172901720,108,104
ENSSG808114258,88,93
ENSSG879299581,94,91
ENSSG903264340,101,96
ENSSG116203735,94,97
ENSSG157303395,96,91
ENSSG819835739,102,101
ENSSG873834817,93,46
ENSSG427098975,108,111
ENSSG800691666,93,88
ENSSG786385045,94,92
ENSSG497208837,96,100
ENSSG405791185,114,111
ENSSG685826985,112,114
ENSSG760281708,109,111
ENSSG223904473,94,97
ENSSG487233819,105,52
ENSSG933350721,100,97
ENSSG763382180,102,101
ENSSG009178893,94,90
ENSSG248394755,98,99
ENSSG209597949,109,104
ENSSG080917543,77,77
ENSSG408413609,110,113
ENSSG631384970,100,50
ENSSG034291129,105,104
ENSSG269344184,96,48
ENSSG419708940,124,122
ENSSG276139573,90,89
ENSSG699936529,124,120
ENSSG837603823,96,92
ENSSG781703381,105,102
ENSSG396966967,105,110
ENSSG095695585,101,103
ENSSG125803070,100,103
ENSSG743607511,113,108
ENSSG756015485,101,104
ENSSG576659735,101,103
ENSSG161759003,108,110
ENSSG409361925,96,92
ENSSG177004382,94,95
ENSSG424312543,83,84
ENSSG151969699,89,94
ENSSG625631669,109,112
ENSSG001425918,97,48
ENSSG476111741,92,46
ENSSG764563480,96,48
ENSSG536474305,96,192
ENSSG021944263,97,95
ENSSG901650919,102,103
ENSSG760546532,95,92
ENSSG385025234,97,96
ENSSG579648263,98,95
ENSSG792129960,99,99
ENSSG445214748,108,112
ENSSG404391185,85,81
ENSSG372932107,98,101
ENSSG456968798,108,105
ENSSG314759866,104,208
ENSSG547496540,103,104
ENSSG652124358,84,88
ENSSG400192927,79,74
ENSSG990925287,96,99
ENSSG633998140,87,82
ENSSG685569599,103,98
ENSSG131913764,87,89
ENSSG901732252,91,92
ENSSG353497639,131,130
ENSSG875309527,97,102
ENSSG907410716,97,96
ENSSG784403613,103,100
ENSSG923260755,98,96
ENSSG579142944,108,105
ENSSG905143342,113,117
ENSSG951984017,89,89
ENSSG332084016,98,196
ENSSG002019558,97,48
ENSSG539758132,96,94
ENSSG751853733,98,97
ENSSG600254756,94,97
ENSSG088314524,93,95
ENSSG531794165,104,99
ENSSG598183075,103,107
ENSSG969184263,98,103
ENSSG509691046,94,92
ENSSG141928660,101,106
ENSSG433770714,97,99
ENSSG262213027,101,105
ENSSG250503839,88,83
ENSSG410598120,104,108
ENSSG134187877,100,99
ENSSG290542074,96,99
ENSSG766739419,90,90
ENSSG161109592,102,97
ENSSG689678522,82,79
ENSSG151361560,94,97
ENSSG003824081,102,98
ENSSG221490018,116,112
ENSSG820806329,111,55
ENSSG139550188,104,103
ENSSG881261693,96,96
ENSSG381705675,85,82
ENSSG774821504,88,93
ENSSG333536816,102,99
ENSSG544798343,93,95
ENSSG778098088,125,125
ENSSG644500947,117,122
ENSSG440947983,106,111
ENSSG672417592,111,115
ENSSG786152531,94,90
ENSSG057642749,106,110
ENSSG509213686,102,101
ENSSG947878491,110,110
ENSSG497365611,83,79
ENSSG892774691,94,188
ENSSG267190979,103,206
ENSSG424326366,98,103
ENSSG102154172,98,49
ENSSG947315547,104,99
ENSSG186182746,102,97
ENSSG584219611,113,56
ENSSG324671764,84,84
ENSSG523335564,96,97
ENSSG912829246,107,110
ENSSG020263958,109,113
ENSSG334428458,85,85
ENSSG742961274,114,114
ENSSG906442811,92,94
ENSSG810244831,100,104
ENSSG600777239,100,101
ENSSG810562455,97,98
ENSSG650873823,105,108
ENSSG389735990,102,102
ENSSG692650437,103,107
ENSSG936551828,113,56
ENSSG985212119,100,99
ENSSG925913697,89,94
ENSSG651100873,108,103
ENSSG029209565,105,52
ENSSG789258433,98,103
ENSSG001812882,99,102
ENSSG473176111,104,107
ENSSG367946760,96,91
ENSSG203103400,100,101
ENSSG841637010,102,104
ENSSG793378769,91,94
ENSSG493303631,92,91
ENSSG164173128,95,94
ENSSG320949381,87,85
ENSSG018839632,77,77
ENSSG442732216,89,93
ENSSG719215606,97,93
ENSSG498356410,96,92
ENSSG187735464,90,85
ENSSG759970445,83,85
ENSSG956137619,100,100
ENSSG988309709,95,97
ENSSG998685248,90,94
ENSSG661042941,106,109
ENSSG071552602,100,104
ENSSG410918502,111,107
ENSSG120325458,106,101
ENSSG966800452,97,96
ENSSG513428328,105,102
ENSSG787791299,95,100
ENSSG570227524,106,102
ENSSG137201753,94,94
ENSSG833272354,87,89
ENSSG002431687,91,96
ENSSG235234694,107,53
ENSSG334492093,84,168
ENSSG597340969,98,101
ENSSG816709288,98,100
ENSSG126006031,101,104
ENSSG502256580,120,121
ENSSG614767217,112,115
ENSSG126906060,94,90
ENSSG674780988,86,90
ENSSG874346621,98,94
ENSSG469462524,94,91
ENSSG961644133,91,86
ENSSG615218185,97,96
ENSSG184549953,84,42
ENSSG752397884,94,96
ENSSG100962417,81,77
ENSSG776752240,94,94
ENSSG476838881,105,109
ENSSG040345456,96,94
ENSSG100632942,83,83
ENSSG300688499,86,86
ENSSG410015349,97,92
ENSSG402287698,112,117
ENSSG652375173,93,94
ENSSG766615487,103,108
ENSSG670400466,117,118
ENSSG572687663,90,92
ENSSG923116657,126,252
ENSSG007535359,95,190
ENSSG310883898,83,87
ENSSG690916970,112,110
ENSSG548930436,113,115
ENSSG530166866,107,111
ENSSG812576492,83,78
ENSSG323731260,115,119
ENSSG373402806,103,100
ENSSG628613959,113,111
ENSSG066563428,101,102
ENSSG955093463,105,106
ENSSG541042960,81,84
ENSSG560811752,103,99
ENSSG543139882,92,97
ENSSG381615568,105,105
ENSSG796241820,101,106
ENSSG847294892,91,90
ENSSG568169426,97,98
ENSSG458385131,120,125
ENSSG443357256,115,115
ENSSG504467139,117,117
ENSSG013007541,99,95
ENSSG645423821,96,95
ENSSG341062803,97,97
ENSSG593653828,113,108
ENSSG581782474,97,96
ENSSG410919845,97,48
ENSSG675807040,115,115
ENSSG955553029,99,94
ENSSG146824625,109,107
ENSSG032099448,120,118
ENSSG261963311,106,103
ENSSG524167336,95,92
ENSSG786759507,91,90
ENSSG368488484,114,111
ENSSG996374722,121,119
ENSSG452949887,110,110
ENSSG557288674,101,102
ENSSG853246155,104,106
ENSSG610689497,103,101
ENSSG773200993,109,111
ENSSG626068127,84,81
ENSSG396877898,114,112
ENSSG986049539,96,93
ENSSG862846260,95,98
ENSSG840104077,99,49
ENSSG588283916,114,116
ENSSG380619694,109,54
ENSSG231373977,89,92
ENSSG821967112,99,198
ENSSG491171367,113,112
ENSSG022418664,97,98
ENSSG139886044,80,83
ENSSG935087311,106,108
ENSSG483955974,97,97
ENSSG959498834,108,104
ENSSG915174833,102,204
ENSSG084676749,93,88
ENSSG805166639,93,93
ENSSG192200382,94,91
ENSSG835631481,93,90
ENSSG315939332,100,103
ENSSG453231359,109,105
ENSSG896030452,114,119
ENSSG761842427,106,107
ENSSG184145007,88,88
ENSSG781813639,89,91
ENSSG217039972,114,112
ENSSG568162757,100,100
ENSSG575233500,81,86
ENSSG233015375,94,96
ENSSG160418670,102,97
ENSSG329234102,76,74
ENSSG098832785,93,92
ENSSG374263021,100,105
ENSSG646603610,102,102
ENSSG232095833,97,95
ENSSG606232601,93,90
ENSSG663517302,102,101
ENSSG865014839,114,118
ENSSG685018269,111,55
ENSSG157963873,84,86
ENSSG513386019,96,97
ENSSG895820089,120,60
ENSSG607313816,81,80
ENSSG367211611,110,106
ENSSG248475093,103,105
ENSSG303468626,97,194
ENSSG900046465,83,80
ENSSG227348226,88,88
ENSSG815522681,118,119
ENSSG137538187,91,182
ENSSG804046266,109,107
ENSSG675151264,88,93
ENSSG235229660,110,107
ENSSG173203377,96,97
ENSSG821396352,101,106
ENSSG233329457,106,212
ENSSG179589231,100,103
ENSSG992591472,88,91
ENSSG312703181,88,93
ENSSG910401657,93,89
ENSSG674394410,108,103
ENSSG721515022,81,76
ENSSG982750403,104,208
ENSSG617340409,90,45
ENSSG335124919,102,102
ENSSG791025260,113,114
ENSSG425133682,103,206
ENSSG146059883,111,111
ENSSG132214850,82,82
ENSSG547295685,109,104
ENSSG120910244,104,105
ENSSG469664345,95,93
ENSSG373352972,87,86
ENSSG857201082,94,97
ENSSG800884455,116,119
ENSSG763109077,100,95
ENSSG606867086,121,125
ENSSG091258120,104,101
ENSSG746172473,98,97
ENSSG857381575,84,79
ENSSG329128146,112,112
ENSSG372251328,122,117
ENSSG006166737,106,111
ENSSG535393392,101,101
ENSSG664423105,114,112
ENSSG333953394,102,99
ENSSG467596187,85,87
ENSSG649543401,114,117
ENSSG777628570,84,82
ENSSG816219264,80,75
ENSSG535271888,98,97
ENSSG831753211,113,112
ENSSG592815155,114,117
ENSSG781702199,98,95
ENSSG720470498,106,110
ENSSG423413761,102,107
ENSSG140294590,108,105
ENSSG923276744,101,105
ENSSG373866229,98,101
ENSSG093913224,95,99
ENSSG540831621,103,108
ENSSG563584184,97,96
ENSSG359155457,102,98
ENSSG392863924,113,114
ENSSG627952828,101,97
ENSSG358808837,95,98
ENSSG370463414,98,102
ENSSG761375989,97,100
ENSSG342316290,102,105
ENSSG332673839,104,105
ENSSG257041403,91,90
ENSSG675162077,105,105
ENSSG794792256,115,110
ENSSG986915525,84,86
ENSSG207122022,111,222
ENSSG035827280,112,109
ENSSG804263747,116,114
ENSSG390724431,94,47
ENSSG862804504,94,99
ENSSG508634025,100,102
ENSSG846777182,95,98
ENSSG496653779,100,96
ENSSG063072259,114,116
ENSSG114959863,97,102
ENSSG550427646,99,98
ENSSG635553948,105,52
ENSSG977299294,100,97
ENSSG222117470,108,106
ENSSG457971273,119,123
ENSSG535158888,92,184
ENSSG781094946,118,120
ENSSG690868346,93,92
ENSSG815695754,88,91
ENSSG938375558,82,83
ENSSG795916210,104,101
ENSSG259686376,91,87
ENSSG984052705,109,104
ENSSG885711393,94,93
ENSSG244778672,89,44
ENSSG114486970,99,49
ENSSG360381687,96,96
ENSSG740862905,105,106
ENSSG267487440,94,93
ENSSG036521171,109,108
ENSSG566072919,107,111
ENSSG630090551,100,99
ENSSG520577910,105,104
ENSSG937187267,105,101
ENSSG277385301,109,112
ENSSG132891067,92,46
ENSSG802005068,76,74
ENSSG982785198,100,95
ENSSG450963861,83,78
ENSSG420964186,104,109
ENSSG308048129,106,53
ENSSG686385076,114,113
ENSSG654276586,96,100
ENSSG932852065,80,76
ENSSG717586179,97,98
ENSSG794499685,89,87
ENSSG839532048,94,96
ENSSG089705243,110,110
ENSSG511217051,104,103
ENSSG335723368,91,87
ENSSG382046431,109,105
ENSSG637622110,99,98
ENSSG951587479,89,92
ENSSG728783054,87,82
ENSSG350214580,90,88
ENSSG528415911,116,113
ENSSG169001741,100,200
ENSSG913782349,89,87
ENSSG997458968,92,95
ENSSG697588966,90,90
ENSSG453454698,111,111
ENSSG660851273,108,111
ENSSG712177911,110,110
ENSSG797110645,106,212
ENSSG400772091,102,103
ENSSG318440974,97,93
ENSSG791748086,110,115
ENSSG426511872,92,92
ENSSG079808985,97,100
ENSSG576756162,89,91
ENSSG114622598,108,104
ENSSG110821506,110,113
ENSSG262728790,105,110
ENSSG145691467,124,62
ENSSG348259503,96,100
ENSSG155474354,100,50
ENSSG887690770,103,100
ENSSG193245366,88,88
ENSSG919915919,97,92
ENSSG974979607,97,92
ENSSG012967060,121,120
ENSSG966587806,102,107
ENSSG859752216,115,118
ENSSG399438033,113,56
ENSSG267535706,98,102
ENSSG711015305,96,93
ENSSG958472538,96,91
ENSSG831411561,103,108
ENSSG395651544,104,208
ENSSG118398284,110,112
ENSSG484260199,104,103
ENSSG639789367,89,94
ENSSG580994705,82,84
ENSSG432501918,120,115
ENSSG236308700,105,101
ENSSG665011765,101,102
ENSSG949875555,105,110
ENSSG213694542,103,106
ENSSG076993246,90,88
ENSSG599359426,100,96
ENSSG241065315,85,84
ENSSG794870690,98,93
ENSSG340505876,83,81
ENSSG633537553,107,108
ENSSG752575251,102,101
ENSSG491236242,105,108
ENSSG953804201,99,98
ENSSG281538423,96,100
ENSSG029184457,104,107
ENSSG419014810,112,107
ENSSG171552890,109,107
ENSSG576287491,103,104
ENSSG765400287,109,109
ENSSG657972621,98,103
ENSSG677859034,94,92
ENSSG067878250,99,104
ENSSG932983674,94,188
ENSSG860451543,105,107
ENSSG226139178,101,96
ENSSG570151176,100,50
ENSSG495666821,120,115
ENSSG170329392,103,103
ENSSG321846143,108,103
ENSSG638140188,101,98
ENSSG915679996,103,51
ENSSG435625106,88,88
ENSSG753066095,97,95
ENSSG662682397,111,113
ENSSG286883575,90,86
ENSSG862970442,108,106
ENSSG056391108,113,116
ENSSG359494164,105,106
ENSSG164736029,115,119
ENSSG898645801,80,80
ENSSG020411139,102,98
ENSSG275115603,86,90
ENSSG293308788,96,97
ENSSG398909487,110,111
ENSSG881437158,105,100
ENSSG934020906,105,103
ENSSG274995366,113,108
ENSSG278121965,117,234
ENSSG615479056,85,89
ENSSG416201756,116,116
ENSSG588744351,96,99
ENSSG980628423,103,104
ENSSG336951353,91,86
ENSSG171352909,81,78
ENSSG588963512,100,95
ENSSG844123089,100,103
ENSSG277633041,104,108
ENSSG882289124,111,113
ENSSG479108897,101,106
ENSSG930468326,93,90
ENSSG002387546,103,107
ENSSG681773167,102,100
ENSSG724743655,96,93
ENSSG300385509,106,212
ENSSG702445022,98,103
ENSSG102875060,93,89
ENSSG380948704,100,96
ENSSG823609441,93,94
ENSSG238675279,91,86
ENSSG107459152,105,102
ENSSG299099201,92,90
ENSSG274616319,99,97
ENSSG010467165,106,108
ENSSG603966498,107,112
ENSSG002052749,85,90
ENSSG012384935,97,101
ENSSG257287135,112,113
ENSSG101258504,86,43
ENSSG347531129,85,81
ENSSG442607933,106,108
ENSSG286799706,102,104
ENSSG906172441,110,55
ENSSG318055780,121,118
ENSSG834242555,89,84
ENSSG890838867,106,105
ENSSG972217717,113,113
ENSSG805567483,107,105
ENSSG551460230,94,95
ENSSG382164076,99,101
ENSSG191348586,110,111
ENSSG190403158,71,74
ENSSG761810302,96,98
ENSSG784302462,123,127
ENSSG182802576,112,115
ENSSG695263891,96,99
ENSSG730154605,91,86
ENSSG143591592,89,93
ENSSG264665573,94,47
ENSSG922354954,103,99
ENSSG032127910,90,91
ENSSG861038052,94,98
ENSSG281953877,88,90
ENSSG121570128,106,101
ENSSG996145412,95,99
ENSSG228653031,114,117
ENSSG998664029,116,121
ENSSG017447382,108,216
ENSSG932654620,126,131
ENSSG189608405,109,108
ENSSG004569478,102,107
ENSSG487865773,88,91
ENSSG995491638,91,87
ENSSG313074765,115,117
ENSSG147214905,108,104
ENSSG025461865,94,99
ENSSG141863843,105,101
ENSSG476966641,121,121
ENSSG079177500,106,101
ENSSG228173569,97,95
ENSSG987070278,101,100
ENSSG841639589,87,88
ENSSG363533219,94,91
ENSSG849002039,92,90
ENSSG132521197,103,98
ENSSG522286314,109,110
ENSSG519872088,118,119
ENSSG681154561,102,51
ENSSG561733640,98,96
ENSSG010437737,103,105
ENSSG357658424,100,100
ENSSG104207140,92,88
ENSSG867250641,98,101
ENSSG802841053,91,87
ENSSG026265500,80,78
ENSSG419230521,98,102
ENSSG578175558,94,90
ENSSG152649374,90,91
ENSSG736996859,98,100
ENSSG504993016,101,103
ENSSG506599144,103,100
ENSSG121209734,109,105
ENSSG443534677,94,98
ENSSG602414855,103,100
ENSSG602109313,93,92
ENSSG343872814,88,84
ENSSG749698588,108,112
ENSSG400101541,105,101
ENSSG138693006,113,116
ENSSG028341135,99,103
ENSSG639957597,112,110
ENSSG108660777,101,50
ENSSG716874399,99,198
ENSSG642962256,88,84
ENSSG812549992,90,90
ENSSG730981673,120,122
ENSSG336334798,115,119
ENSSG937065369,93,95
ENSSG698346471,104,109
ENSSG913781573,89,87
ENSSG486281354,115,111
ENSSG794057588,108,112
ENSSG742254671,104,107
ENSSG107302349,108,107
ENSSG738801505,104,52
ENSSG647958774,79,76
ENSSG002141099,109,108
ENSSG660059350,81,86
ENSSG989203055,107,108
ENSSG077008006,102,99
ENSSG198438691,93,93
ENSSG801460545,100,98
ENSSG331772943,92,87
ENSSG997109184,99,99
ENSSG528786048,132,135
ENSSG284029007,89,87
ENSSG940609256,94,98
ENSSG591108564,97,97
ENSSG985571732,98,49
ENSSG044285235,110,111
ENSSG388172963,99,100
ENSSG046991421,101,105
ENSSG914055227,81,85
ENSSG146650207,103,105
ENSSG429770246,98,93
ENSSG906255640,115,110
ENSSG481966792,92,89
ENSSG667126695,110,115
ENSSG072762985,103,98
ENSSG347384276,94,89
ENSSG859609915,97,94
ENSSG950413003,100,95
ENSSG957109750,107,112
ENSSG626347863,90,94
ENSSG905185075,87,88
ENSSG224845096,104,103
ENSSG150770321,105,52
ENSSG772895977,93,46
ENSSG653927926,100,101
ENSSG590076102,116,112
ENSSG380591587,129,133
ENSSG699616761,74,70
ENSSG933584738,81,79
ENSSG980417104,109,108
ENSSG362722353,98,103
ENSSG945431552,98,93
ENSSG430045244,107,105
ENSSG768957585,98,100
ENSSG516229711,100,99
ENSSG604561192,84,42
ENSSG863470297,80,160
ENSSG567012833,96,94
ENSSG014164168,102,107
ENSSG568297150,109,105
ENSSG255815428,109,110
ENSSG917677418,122,127
ENSSG985833268,94,97
ENSSG848394478,90,91
ENSSG879941516,95,91
ENSSG109236998,95,97
ENSSG471001818,96,91
ENSSG664595484,102,97
ENSSG012206141,105,106
ENSSG245816614,86,88
ENSSG659959866,100,50
ENSSG486942003,93,90
ENSSG630715325,88,91
ENSSG170011561,89,90
ENSSG072449213,118,120
ENSSG774344894,95,190
ENSSG946483422,103,105
ENSSG062676023,99,97
ENSSG787180874,90,92
ENSSG102074194,88,89
ENSSG762817764,95,190
ENSSG696779461,94,97
ENSSG719978127,87,92
ENSSG199506207,96,94
ENSSG724680699,85,88
ENSSG360095977,87,174
ENSSG876140938,91,96
ENSSG879825647,89,90
ENSSG459421928,98,49
ENSSG715869605,98,98
ENSSG114626225,114,111
ENSSG364380308,127,124
ENSSG135726803,100,200
ENSSG200748342,98,103
ENSSG595267803,105,105
ENSSG074189220,98,99
ENSSG287747145,93,88
ENSSG670012143,108,107
ENSSG243642822,103,51
ENSSG483809385,100,97
ENSSG890003737,93,96
ENSSG587734660,104,99
ENSSG960009714,91,45
ENSSG913076785,119,124
ENSSG092322150,109,108
ENSSG019628343,84,85
ENSSG717632807,114,114
ENSSG432419428,96,91
ENSSG300093547,98,49
ENSSG725262549,81,85
ENSSG975215807,96,93
ENSSG765743765,96,94
ENSSG587597743,106,108
ENSSG010915192,106,53
ENSSG076234548,107,109
ENSSG422496618,102,99
ENSSG756989221,113,56
ENSSG527236739,103,106
ENSSG173303945,101,98
ENSSG253084490,94,99
ENSSG852888231,105,105
ENSSG223219045,118,121
ENSSG079314280,90,93
ENSSG237237779,90,93
ENSSG244999270,117,116
ENSSG421182631,102,101
ENSSG155066409,109,110
ENSSG459862874,112,112
ENSSG293415955,84,84
ENSSG638195242,90,91
ENSSG163603785,96,95
ENSSG887311687,95,98
ENSSG016366043,113,115
ENSSG770807163,94,90
ENSSG111672302,114,111
ENSSG202687052,98,96
ENSSG299715258,81,83
ENSSG996580800,98,93
ENSSG103467834,104,52
ENSSG849672711,96,98
ENSSG684567797,105,210
ENSSG542964129,101,97
ENSSG916883475,112,117
ENSSG447157936,103,106
ENSSG704153550,97,194
ENSSG134319875,93,186
ENSSG225958395,123,118
ENSSG159232755,104,109
ENSSG629899502,87,86
ENSSG003351788,97,194
ENSSG567122603,87,43
ENSSG036909486,108,107
ENSSG497703189,75,72
ENSSG412733486,120,116
ENSSG411963938,103,105
ENSSG399230529,99,101
ENSSG874357717,107,106
ENSSG165063733,94,90
ENSSG127107110,107,109
ENSSG223939620,88,88
ENSSG000326433,105,109
ENSSG896913615,104,103
ENSSG575507554,100,104
ENSSG585566389,103,100
ENSSG397608650,86,83
ENSSG309809760,106,108
ENSSG037316187,87,88
ENSSG573040210,105,103
ENSSG631326183,101,97
ENSSG955680042,83,82
ENSSG173181084,111,112
ENSSG400663434,98,97
ENSSG347375017,103,98
ENSSG953951270,96,94
ENSSG820073635,92,91
ENSSG936724472,113,110
ENSSG024632457,93,94
ENSSG980294057,97,101
ENSSG248506711,104,105
ENSSG400202744,107,104
ENSSG628984707,83,78
ENSSG386744664,95,47
ENSSG839725498,93,186
ENSSG269727483,104,105
ENSSG371173108,106,106
ENSSG140362267,102,100
ENSSG911272549,111,113
ENSSG033293281,104,101
ENSSG979951489,94,94
ENSSG892771644,91,90
ENSSG035789051,110,113
ENSSG783020475,100,98
ENSSG274677151,111,113
ENSSG588315651,88,44
ENSSG389680605,101,96
ENSSG300174554,106,105
ENSSG389403040,101,98
ENSSG782708270,94,93
ENSSG722073465,93,91
ENSSG071394652,87,91
ENSSG112238767,86,91
ENSSG183743210,91,96
ENSSG230944294,109,111
ENSSG188462085,112,108
ENSSG709484649,100,200
ENSSG602021721,106,109
ENSSG871817777,113,111
ENSSG303125626,96,99
ENSSG743739459,107,102
ENSSG608973028,79,83
ENSSG468122870,97,101
ENSSG436271484,94,47
ENSSG833627249,90,93
ENSSG977501485,100,96
ENSSG731015234,117,113
ENSSG832735046,108,113
ENSSG512153070,102,97
ENSSG885110368,102,101
ENSSG643133425,96,101
ENSSG649952415,89,90
ENSSG483875180,89,84
ENSSG643050556,89,90
ENSSG676710888,110,105
ENSSG647764891,111,106
ENSSG213235557,117,115
ENSSG516083910,109,54
ENSSG777895218,118,114
ENSSG211876262,91,86
ENSSG417231961,108,108
ENSSG177247905,83,82
ENSSG546152252,101,105
ENSSG898291944,91,88
ENSSG506210304,91,89
ENSSG593291860,106,109
ENSSG883192135,101,202
ENSSG915620664,92,184
ENSSG738221061,90,88
ENSSG712005461,117,114
ENSSG657650615,94,94
ENSSG766885518,93,98
ENSSG515722562,81,85
ENSSG106577660,112,109
ENSSG118267217,109,108
ENSSG376404673,99,100
ENSSG576810874,96,94
ENSSG619796589,93,98
ENSSG190451667,108,109
ENSSG175265277,87,43
ENSSG579531816,111,116
ENSSG188478727,108,113
ENSSG363006888,98,96
ENSSG723400683,122,122
ENSSG149417098,103,103
ENSSG968299467,110,55
ENSSG022366957,114,111
ENSSG384161371,96,48
ENSSG644696418,98,94
ENSSG966122242,107,106
ENSSG759672431,104,108
ENSSG098145463,101,96
ENSSG096604395,100,95
ENSSG767345055,108,104
ENSSG622810108,111,111
ENSSG842567249,117,116
ENSSG719490773,118,121
ENSSG246346759,99,98
ENSSG824745983,107,104
ENSSG200755285,97,93
ENSSG484429737,109,110
ENSSG541607192,102,104
ENSSG200320241,107,110
ENSSG971094483,81,86
ENSSG997718913,97,99
ENSSG379462670,84,88
ENSSG751352733,88,89
ENSSG112217947,105,101
ENSSG520812452,95,92
ENSSG917342223,108,112
ENSSG004832654,113,115
ENSSG010135545,93,90
ENSSG091798250,116,113
ENSSG647105206,84,85
ENSSG419300068,109,109
ENSSG927228848,83,83
ENSSG776971448,96,93
ENSSG418705853,113,110
ENSSG913777515,93,92
ENSSG839738454,110,220
ENSSG666617682,115,117
ENSSG327749760,101,105
ENSSG735333777,116,116
ENSSG450667718,94,93
ENSSG809781272,93,93
ENSSG299358561,113,110
ENSSG141789544,91,96
ENSSG645200806,101,106
ENSSG421000912,117,114
ENSSG685868654,99,98
ENSSG730087449,105,108
ENSSG795162921,92,95
ENSSG606678641,103,100
ENSSG070774113,110,113
ENSSG270989744,114,112
ENSSG547340876,96,94
ENSSG756235474,89,44
ENSSG210665773,93,93
ENSSG753349436,100,105
ENSSG860420495,99,104
ENSSG204473793,112,110
ENSSG143004020,126,122
ENSSG813715911,96,99
ENSSG002440593,131,136
ENSSG255548010,90,85
ENSSG608745093,75,73
ENSSG485637246,91,89
ENSSG996832272,112,117
ENSSG099093664,111,110
ENSSG653214348,108,103
ENSSG039795062,87,91
ENSSG606221545,103,105
ENSSG169155485,101,100
ENSSG346232615,97,96
ENSSG327800519,93,186
ENSSG298363769,91,96
ENSSG072457809,109,107
ENSSG720517561,85,81
ENSSG255756066,95,96
ENSSG863629563,105,104
ENSSG280598997,95,95
ENSSG340753298,96,94
ENSSG965522573,74,72
ENSSG848047181,86,43
ENSSG935415504,95,95
ENSSG053884638,103,104
ENSSG714575781,101,102
ENSSG224874250,81,85
ENSSG633407789,95,97
ENSSG396531315,89,92
ENSSG936062731,105,107
ENSSG092823838,79,75
ENSSG833963766,88,93
ENSSG498929175,113,114
ENSSG317365121,100,101
ENSSG340264803,115,114
ENSSG405744857,122,244
ENSSG694882313,109,114
ENSSG805956329,108,107
ENSSG037454477,109,108
ENSSG430322628,101,104
ENSSG258693961,101,101
ENSSG354333928,96,96
ENSSG343294992,95,190
ENSSG728075679,107,111
ENSSG718572930,98,95
ENSSG014379103,95,100
ENSSG429413833,87,84
ENSSG739897369,117,117
ENSSG869352922,96,94
ENSSG302785745,95,97
ENSSG452821396,103,99
ENSSG403463625,91,92
ENSSG166970460,96,91
ENSSG491058667,112,110
ENSSG094008888,87,86
ENSSG023424949,106,110
ENSSG068990584,90,90
ENSSG799400468,120,121
ENSSG762413693,97,97
ENSSG342089377,116,113
ENSSG843899696,117,114
ENSSG162442343,110,115
ENSSG836935101,108,108
ENSSG582500244,94,90
ENSSG637460393,83,87
ENSSG284359842,103,107
ENSSG968050286,111,55
ENSSG231629004,98,93
ENSSG907115266,102,103
ENSSG867161676,106,212
ENSSG399826294,108,112
ENSSG817066164,103,105
ENSSG769153164,109,114
ENSSG139037414,109,112
ENSSG380915163,84,85
ENSSG135324685,96,48
ENSSG040587921,109,110
ENSSG092548940,94,91
ENSSG233462654,110,109
ENSSG793297197,113,114
ENSSG954805866,86,87
ENSSG519369742,110,220
ENSSG552007811,98,96
ENSSG593269240,85,90
ENSSG005261408,90,92
ENSSG070666357,108,112
ENSSG148898171,93,94
ENSSG336695325,100,100
ENSSG193546280,111,55
ENSSG950295523,106,108
ENSSG362269377,102,101
ENSSG914530564,98,101
ENSSG888787547,101,106
ENSSG791002723,101,102
ENSSG082935612,101,97
ENSSG295265525,84,83
ENSSG569690614,113,114
ENSSG601712640,90,89
ENSSG940456576,100,95
ENSSG550861626,95,92
ENSSG366219709,93,98
ENSSG486201403,108,107
ENSSG441870734,86,87
ENSSG703031974,91,89
ENSSG369785424,98,100
ENSSG225199312,112,115
ENSSG156061018,75,78
ENSSG824477695,95,99
ENSSG055748843,112,224
ENSSG886967586,94,97
ENSSG747814822,103,99
ENSSG497344711,80,76
ENSSG535406803,102,101
ENSSG386277688,120,240
ENSSG698157879,104,99
ENSSG971919650,110,106
ENSSG807026072,99,104
ENSSG117176498,101,98
ENSSG990812438,105,108
ENSSG481686777,90,95
ENSSG634806049,100,104
ENSSG133502237,91,90
ENSSG861555711,98,196
ENSSG296522591,83,79
ENSSG909560880,99,104
ENSSG871586465,106,101
ENSSG772692583,115,114
ENSSG773003820,106,110
ENSSG778726197,113,113
ENSSG726326814,85,83
ENSSG374440949,100,96
ENSSG223399589,111,116
ENSSG495806364,89,92
ENSSG043201118,92,90
ENSSG342633065,99,94
ENSSG532963647,102,99
ENSSG131506200,101,98
ENSSG966049543,93,95
ENSSG799501056,95,92
ENSSG071957552,122,120
ENSSG374213905,97,97
ENSSG955769000,115,116
ENSSG850973704,98,49
